"run","active fibroblast","collagen density","diff number","ECM","Fiber","Fibroblast recruit","Fibroblast","M1","M1Total","M1ae","M1de","M2","Myoblast","Myofibroblast","Neutrophil","Apop Neutrophil","Necrosis","Pax7 SSCs","ResMacs","Senescent SSCs","Tick","Total Collagen","Total Size","tick"
1,24.0,0.9857760951865865,0.0,3698.0,6364.0,1313.7922778527932,25.0,6.817798415169587,7.2481707320257405,0.19077723927289628,0.23959507758325632,0.3397349238960935,0.0,0.0,38.128150845617704,5.418010178681296,2751.0,15.0,5.150777085157241,0.0,10.0,3645.399999999997,12813.0,11.0
1,24.0,0.9840259039395565,0.0,3706.0,6364.0,1276.3911619749417,25.0,8.017269716469512,8.633963186698548,0.29815995259474226,0.3185335176342923,0.5452568637124816,0.0,0.0,39.616112754964185,6.195417915394861,2742.0,16.0,4.925637209828937,0.0,11.0,3646.799999999996,12812.0,12.0
1,26.0,0.9805966138134897,0.0,3721.0,6364.0,1240.0547832648217,26.0,9.245920037467917,10.098642472238174,0.44180408274994065,0.4109183520203149,0.789358316227265,0.0,0.0,40.83575212622355,6.928522642181769,2727.0,16.0,4.741022512059729,0.0,12.0,3648.799999999995,12812.0,13.0
1,26.0,0.978316805146072,0.0,3731.0,6364.0,1204.7528307220862,26.0,10.496328853217976,11.639300533706301,0.6260333082426375,0.5169383722456862,1.0782562992673166,0.0,0.0,41.80463676481624,7.597752493477826,2717.0,16.0,4.5896384598889775,0.0,13.0,3650.0999999999945,12812.0,14.0
1,27.0,0.9763368983957205,0.0,3740.0,6364.0,1170.4558562417299,27.0,11.758421350808137,13.24912264367046,0.8540102348449704,0.6366910580173537,1.413171167841381,0.0,0.0,42.54576319816919,8.19071230986688,2708.0,16.0,4.465503537108962,0.0,14.0,3651.4999999999945,12812.0,15.0
1,27.0,0.975273698264351,0.0,3745.0,6364.0,1137.1352500491337,27.0,13.023330993577044,14.921050405233647,1.1275675901257582,0.7701518215308432,1.794937869368183,0.0,0.0,43.072065470710825,8.696872236151853,2702.0,18.0,4.3637129004293485,0.0,15.0,3652.399999999994,12811.0,16.0
1,31.0,0.9738539445628981,0.0,3752.0,6364.0,1104.7632168344257,31.0,14.277750018544621,16.64199810086428,1.447058110724263,0.9171899715953976,2.2169738955459097,0.0,0.0,43.4013900796453,9.10975657548991,2695.0,19.0,4.2802445783520655,0.0,16.0,3653.8999999999937,12811.0,17.0
1,32.0,0.9691227140206713,0.0,3773.0,6364.0,1073.3127525662517,32.0,15.518612007668285,18.407340245902212,1.8112115460751406,1.0775166921587882,2.6840402962779772,0.0,0.0,43.54212988074249,9.42509985450168,2674.0,19.0,4.211800554248693,0.0,17.0,3656.4999999999927,12811.0,18.0
1,33.0,0.9667635402906187,0.0,3785.0,6364.0,1042.7576219656103,33.0,16.739986693979787,20.208199671497105,2.217403141572415,1.2508098359449022,3.195984518089956,0.0,0.0,43.49976490875484,9.636191845125731,2661.0,19.0,4.155676454483928,0.0,18.0,3659.199999999992,12810.0,19.0
1,33.0,0.9638589102395344,0.0,3799.0,6364.0,1013.0723366209672,33.0,17.940387216629453,22.03848622969901,2.6614190548282357,1.4366799582413208,3.7571765974739426,0.0,0.0,43.28906791048127,9.749247005383392,2645.0,19.0,4.109654692676822,0.0,19.0,3661.699999999991,12808.0,20.0
1,33.0,0.9593561894791914,0.0,3821.0,6364.0,984.2321337263875,33.0,19.113695951484193,23.886649707708926,3.138229310882757,1.6347244453419785,4.364732906978827,0.0,0.0,42.91467638132678,9.76772121059975,2621.0,19.0,4.071916847994994,0.0,20.0,3665.6999999999903,12806.0,21.0
1,34.0,0.9567553468961895,0.0,3834.0,6364.0,956.2129554249526,34.0,20.254376658303084,25.740681705080437,3.6418329433616674,1.844472103415685,5.015507271862656,0.0,0.0,42.38207727761445,9.695631364453742,2606.0,22.0,4.040971815355896,0.0,21.0,3668.1999999999903,12804.0,22.0
1,36.0,0.9525810635538234,0.0,3855.0,6364.0,928.9914287402306,36.0,21.357486201964907,27.58829401920751,4.165416859168267,2.065390958074334,5.7061396386232675,0.0,0.0,41.70207277538791,9.546063590508512,2582.0,22.0,4.015596888591834,0.0,22.0,3672.1999999999894,12801.0,23.0
1,37.0,0.9485168945060584,0.0,3877.0,6363.0,902.544846079058,37.0,22.42752572821913,29.426500949175484,4.702079119955333,2.2968961010010207,6.444812095917043,0.0,0.0,40.88525239244944,9.325348219494353,2555.0,23.0,3.994789448645304,0.0,23.0,3677.3999999999883,12795.0,24.0
1,42.0,0.9444073884043065,0.0,3898.0,6320.0,876.8511462893696,42.0,23.44956684374706,31.232905657422773,5.244875157148074,2.538463656527638,7.213769370481945,0.0,0.0,39.930521146391364,9.04322708185423,2575.0,24.0,3.9777273478891493,0.0,24.0,3681.2999999999865,12793.0,25.0
1,45.0,0.9404622809245579,0.0,3937.0,6320.0,851.8888962572756,45.0,24.42520351513055,33.0012470880416,5.786646678136782,2.789396894774271,8.016096829410857,0.0,0.0,38.86022505243929,8.729308115365244,2551.0,25.0,3.9637364252691025,0.0,25.0,3702.5999999999844,12808.0,26.0
1,47.0,0.9332243460764543,0.0,3976.0,6318.0,858.0684162896924,47.0,25.35412680535076,34.72528579929185,6.32213241972255,3.0490265742185465,8.852285817974082,0.0,0.0,38.85330398321076,8.373171548207722,2510.0,25.0,3.952263868720664,0.0,26.0,3710.4999999999823,12804.0,27.0
1,49.0,0.928253809642763,0.0,4003.0,6318.0,833.6408741205253,49.0,26.273628870210114,36.43553404295843,6.845217395756185,3.3166877769921332,9.719650847361045,0.0,0.0,37.51722007192815,8.009070956973458,2480.0,25.0,3.9428563723509447,0.0,27.0,3715.7999999999806,12801.0,28.0
1,51.0,0.9229662698412643,0.0,4032.0,6318.0,809.9087366593027,51.0,27.146124040172385,38.09158066667181,7.353285556388672,3.5921710701107488,10.625678582150872,0.0,0.0,36.0676523714231,7.614771043096951,2444.0,25.0,3.9351422253277746,0.0,28.0,3721.399999999978,12794.0,29.0
1,51.0,0.9183341547560316,0.0,4058.0,6318.0,786.8522070838769,51.0,27.96793521862102,39.68381469856645,7.841060974193944,3.8748185057514886,11.566029477952961,1.0,0.0,34.498352951927146,7.19694032494846,2416.0,25.0,3.9288166247687752,0.0,29.0,3726.5999999999763,12792.0,30.0
1,52.0,0.911596679687494,0.0,4096.0,6317.0,764.452052149198,52.0,28.7350935765004,41.202802041806095,8.303772558999773,4.163935906305923,12.536234640926429,3.0,0.0,32.81724589461119,6.76702750376124,2377.0,25.0,3.9236296323103956,0.0,30.0,3733.8999999999755,12790.0,31.0
1,51.0,0.9044707588206804,0.0,4138.0,6316.0,742.6895861433679,52.0,29.452556110764487,42.64900406771651,8.73765815860377,4.458789798348257,13.54342879337182,3.0,0.0,31.028652764887536,6.328436517609083,2332.0,26.0,3.9193762984945244,0.0,31.0,3742.6999999999753,12786.0,32.0
1,51.0,0.8986097794822564,0.0,4172.0,6316.0,721.5466553004344,52.0,30.11437727929588,44.012638480026915,9.13954620663378,4.758714994097252,14.58066873702765,3.0,0.0,29.130763222864694,5.885196137453557,2296.0,28.0,3.91588856476551,0.0,32.0,3748.9999999999736,12784.0,33.0
1,53.0,0.8911311358785795,0.0,4217.0,6316.0,701.0056226569228,54.0,30.7126864120796,45.2823907790514,9.506721425452165,5.0629829415196355,15.63846772537037,3.0,0.0,27.12965902027494,5.445726541446385,2243.0,28.0,3.9130286231077185,0.0,33.0,3757.8999999999696,12776.0,34.0
1,54.0,0.8811228070175362,0.0,4275.0,6316.0,681.0493533394724,55.0,31.246735503621323,46.454874001241855,9.83735911445417,5.370779383166355,16.71647962335831,3.0,0.0,25.022152411991673,5.009670240907479,2184.0,29.0,3.910683470948329,0.0,34.0,3766.7999999999674,12775.0,35.0
1,55.0,0.8754813268383124,0.0,4311.0,6316.0,661.6612002713057,55.0,31.713803276549772,47.52498830648958,10.129894173327992,5.681290856611815,17.81196532777322,3.0,0.0,22.808634989134944,4.579394902701009,2146.0,29.0,3.9087604461776295,0.0,35.0,3774.199999999965,12773.0,36.0
1,57.0,0.867897271268049,0.0,4361.0,6314.0,642.8249902856064,57.0,32.109269653939435,48.48619682500828,10.383246165417772,5.99368100565107,18.91975868473392,4.0,0.0,20.504439722477393,4.1636090619689154,2092.0,33.0,3.907183565865656,0.0,36.0,3784.899999999962,12767.0,37.0
1,58.0,0.8596149490373635,0.0,4415.0,6314.0,624.525010634223,58.0,32.43219259687922,49.33667973906304,10.597419072753288,6.307068069430531,20.039177539601337,4.0,0.0,18.104849678198363,3.7598266496149737,2031.0,35.0,3.905890524009838,0.0,37.0,3795.19999999996,12760.0,38.0
1,58.0,0.8497210444097197,0.0,4481.0,6312.0,606.745995880443,58.0,32.68326610280875,50.07631946210597,10.772483795537305,6.620569563759915,21.171885228122157,4.0,0.0,15.612709453194022,3.36872987710294,1958.0,36.0,3.9048302296880673,0.0,38.0,3807.599999999954,12751.0,39.0
1,59.0,0.8422966718095551,0.0,4537.0,6308.0,589.4731151649046,59.0,32.85590556659141,50.69810986104306,10.908882372223147,6.933321922228501,22.31008409796598,6.0,0.0,13.022698420324778,2.9899876530883818,1897.0,39.0,3.903960788344215,0.0,39.0,3821.499999999952,12742.0,40.0
1,62.0,0.8351698606271668,0.0,4592.0,6304.0,572.6919598340228,62.0,32.94696707607475,51.19859874748417,11.007238745448568,7.244392925960856,23.45054098642969,6.0,0.0,10.350987536105348,2.626902722917693,1833.0,40.0,3.903247846442256,0.0,40.0,3835.09999999995,12729.0,41.0
1,63.0,0.826870163370582,0.0,4652.0,6304.0,556.388531420611,63.0,32.9536089526738,51.57518664903858,11.068753880602555,7.552823815762222,24.589878199636615,6.0,0.0,7.594955627078956,2.2796612183520693,1765.0,42.0,3.90266323408265,0.0,41.0,3846.599999999947,12721.0,42.0
1,64.0,0.8207828121676122,0.0,4701.0,6302.0,540.5492299666703,64.0,32.87460741393219,51.82712615509151,11.09488550375416,7.857633237405161,25.72698961565782,6.0,0.0,4.758137184798705,1.9480207617359082,1707.0,44.0,3.902183851947773,0.0,42.0,3858.499999999945,12710.0,43.0
1,63.0,0.8141144299537111,0.0,4754.0,6302.0,525.1608426786061,63.0,32.71418067338277,51.95931641892161,11.087298818015356,8.157836927523485,26.867832179101278,6.0,0.0,1.8557167207941632,1.6326085932916539,1635.0,47.0,3.901790758597174,0.0,43.0,3870.2999999999424,12691.0,44.0
1,66.0,0.804971002485488,0.0,4828.0,6298.0,510.2105329054096,66.0,32.462425541545116,51.962894390779574,11.047955796760661,8.452513052473797,27.99952691765784,6.0,0.0,0.0,1.3325081474214033,1553.0,47.0,3.9014684220496827,0.0,44.0,3886.3999999999364,12679.0,45.0
1,67.0,0.7955175224123743,0.0,4908.0,6285.0,495.6858294306083,67.0,32.155260237378,51.874754171697134,10.978861931976478,8.740632002342654,29.119940928090706,6.0,0.0,0.0,1.0649744194218578,1474.0,48.0,3.9012041060807396,0.0,45.0,3904.399999999933,12667.0,46.0
1,67.0,0.7864338751755827,0.0,4983.0,6273.0,481.57461606905406,67.0,31.8510220021778,51.75660554934976,10.883976006008883,9.021607541163078,30.223032573953343,6.0,0.0,0.0,0.8531173952893644,1405.0,51.0,3.9009873669862065,0.0,46.0,3918.799999999929,12661.0,47.0
1,68.0,0.7790660862682873,0.0,5054.0,6268.0,473.6953496917934,68.0,31.54948042483227,51.61462336021165,10.769582420684129,9.295560514695255,31.311087187392797,7.0,0.0,0.0,0.6849627253508153,1322.0,52.0,3.9008096409286894,0.0,47.0,3937.399999999924,12644.0,48.0
1,69.0,0.7715567694108312,0.0,5126.0,6265.0,466.0043317151169,69.0,31.250820517165216,51.45398866217952,10.640560591397401,9.5626075536169,32.38638466478497,7.0,0.0,0.0,0.5511916404275385,1240.0,53.0,3.900663905561525,0.0,48.0,3954.9999999999204,12631.0,49.0
1,68.0,0.7665331807780166,0.0,5244.0,6265.0,452.7380929771764,68.0,30.951983678307723,51.27555586131614,10.500706073828937,9.822866109179479,33.44652843356519,7.0,0.0,0.0,0.4445333444315961,1159.0,58.0,3.9005444025604503,0.0,49.0,4019.699999999919,12668.0,50.0
1,68.0,0.7570061902081999,1.0,5331.0,6263.0,439.8495183042979,69.0,30.65383242154921,51.08321887252218,10.352970930963947,10.076415520009018,34.49380462855785,8.0,0.0,0.0,0.35931101143714467,1067.0,61.0,3.900446410099569,0.0,50.0,4035.599999999914,12661.0,51.0
1,68.0,0.7489275147928824,1.0,5408.0,6262.0,427.327856333653,69.0,30.355601548751057,50.87860630438058,10.19966023280203,10.323344522827501,35.528153704838225,8.0,0.0,0.0,0.29106958817765227,974.0,63.0,3.9003660562816465,0.0,51.0,4050.1999999999084,12644.0,52.0
1,68.0,0.7434576023391641,1.0,5472.0,6259.0,415.16266177284314,69.0,30.060305861886654,50.666610594961874,10.042573125936633,10.563731607138584,36.55424521086699,9.0,0.0,0.0,0.2363096159985071,897.0,67.0,3.90030016615095,0.0,52.0,4068.199999999906,12628.0,53.0
1,67.0,0.73577865897619,2.0,5548.0,6259.0,403.34378668666824,68.0,29.760280051085502,50.4410879769559,9.883117427674833,10.79769049819556,37.56269891488156,10.0,0.0,0.0,0.1922705222923954,808.0,69.0,3.900246136243779,0.0,53.0,4082.099999999902,12615.0,54.0
1,71.0,0.7275292864749554,2.0,5634.0,6257.0,391.8613720319447,71.0,29.44800304754824,50.19563200812214,9.722387387743657,11.02524157283024,38.54388819318418,11.0,0.0,0.0,0.15678475162470004,708.0,71.0,3.9002018317198988,0.0,54.0,4098.899999999899,12599.0,55.0
1,70.0,0.7199441145651237,2.0,5726.0,6250.0,380.7058394333106,70.0,29.144919853529462,49.952469972351544,9.56123540829523,11.246314710526855,39.5257901566956,11.0,0.0,0.0,0.12814205605303228,604.0,72.0,3.900165502010317,0.0,55.0,4122.399999999899,12580.0,56.0
1,72.0,0.7134287191863288,2.0,5801.0,6250.0,369.86788319315724,72.0,28.83810213333745,49.69953734638685,9.400337240806513,11.461097972242886,40.49210284333187,12.0,0.0,0.0,0.10496506399552144,508.0,74.0,3.90013571164846,0.0,56.0,4138.599999999893,12559.0,57.0
1,72.0,0.7051829268292503,2.0,5904.0,6241.0,359.3384625290232,73.0,28.527435774932638,49.43726994728846,9.2402121501798,11.669622022176021,41.4427300889861,13.0,0.0,0.0,0.08617331419593742,396.0,76.0,3.900111283551737,0.0,57.0,4163.399999999894,12541.0,58.0
1,73.0,0.6997989613000326,3.0,5969.0,6229.0,349.1087940319742,74.0,28.209209121752917,49.1623881514973,9.081263242535277,11.871915787209101,42.372812956630426,13.0,0.0,0.0,0.07090645219333562,329.0,77.0,3.9000912525124245,0.0,58.0,4177.099999999895,12527.0,59.0
1,75.0,0.6933443435177362,3.0,6055.0,6212.0,339.17034433967825,76.0,27.883470626462785,48.875235082670066,8.923801148983653,12.067963307223627,43.28221070027453,13.0,0.0,0.0,0.05847972385215532,239.0,79.0,3.900074827060188,0.0,59.0,4198.1999999998925,12506.0,60.0
1,75.0,0.6877750611246772,3.0,6135.0,6212.0,335.44989637364984,76.0,27.56639811316829,48.592212089511555,8.768064581288773,12.257749395054496,44.19195001061817,13.0,0.0,0.0,0.04834513953539102,131.0,82.0,3.900061358189354,0.0,60.0,4219.4999999998945,12478.0,61.0
1,75.0,0.6808025682182814,3.0,6230.0,6208.0,331.21673860084417,75.0,27.245218695056344,48.300909397643586,8.614237522915383,12.441453179671862,45.085719067523414,13.0,0.0,0.0,0.04005886051856311,19.0,84.0,3.9000503137152704,0.0,61.0,4241.399999999893,12457.0,62.0
1,75.0,0.6826275264677408,3.0,6234.0,6207.0,321.7876409954446,75.0,26.918133260604524,47.99968711121042,8.462455484749416,12.619098365856477,45.96104607767632,14.0,0.0,0.0,0.03327003286243367,0.0,87.0,3.9000412572465217,0.0,62.0,4255.499999999896,12441.0,63.0
1,77.0,0.6872809133301014,3.0,6219.0,6203.0,312.6269714955439,77.0,26.70464588574656,47.48513305877122,8.312817987558454,12.4676691854662,46.81555689797617,14.0,0.0,0.0,0.02769700959620498,0.0,87.0,3.9000338309421476,0.0,63.0,4274.199999999901,12422.0,64.0
1,78.0,0.691838709677404,3.0,6200.0,6199.0,303.7270884740388,78.0,26.486979252520165,46.970442588043255,8.165406180282483,12.318057155240606,47.65884767374754,15.0,0.0,0.0,0.02309299453846308,0.0,87.0,3.9000277413725613,0.0,64.0,4289.399999999905,12399.0,65.0
1,79.0,0.6960174842156234,4.0,6177.0,6197.0,295.0805678461159,79.0,26.257986341014885,46.44849067043165,8.020263860039055,12.170240469377719,48.48143441655879,15.0,0.0,0.0,0.0192844545679193,0.0,87.0,3.9000227479255,0.0,65.0,4299.299999999906,12374.0,66.0
1,80.0,0.6988475896769859,6.0,6161.0,6197.0,286.6801968762453,80.0,26.019574129734302,45.921189936871755,7.877418223392267,12.024197583745186,49.28544875393031,14.0,0.0,0.0,0.016130522172681704,0.0,86.0,3.9000186532989103,0.0,66.0,4305.59999999991,12358.0,67.0
1,81.0,0.703301886792439,6.0,6148.0,6184.0,278.5189681614765,81.0,25.770044894114744,45.386835930178464,7.736883823323477,11.879907212740244,50.06835348556989,14.0,0.0,0.0,0.013515483135105127,0.0,86.0,3.9000152957051064,0.0,67.0,4323.899999999915,12332.0,68.0
1,81.0,0.7075102040816197,6.0,6125.0,6184.0,270.5900737860186,81.0,25.52211873241588,44.85813185692837,7.598664798325126,11.73734832618736,50.846467029545124,14.0,0.0,0.0,0.011344622593350638,0.0,86.0,3.900012542478187,0.0,68.0,4333.499999999921,12309.0,69.0
1,83.0,0.7108201014895932,6.0,6109.0,6182.0,262.88689964222806,83.0,25.265038012334653,44.324295606977444,7.46275744836968,11.596500146273112,51.605751005260345,14.0,0.0,0.0,0.009539322028978878,0.0,87.0,3.9000102848321134,0.0,69.0,4342.399999999925,12291.0,70.0
1,83.0,0.7148653088041935,7.0,6088.0,6180.0,255.403019913267,83.0,24.998918158593646,43.78541115141152,7.329150848300047,11.457342144517835,52.34604307136741,14.0,0.0,0.0,0.008036018094760688,0.0,87.0,3.900008433562333,0.0,70.0,4352.09999999993,12268.0,71.0
1,84.0,0.7180845812078219,7.0,6077.0,6176.0,248.13219171282935,84.0,24.720278772505203,43.23796161959548,7.197828808306662,11.319854038783621,53.06246156318577,16.0,0.0,0.0,0.006782451434160723,0.0,87.0,3.900006915521113,0.0,71.0,4363.799999999934,12253.0,72.0
1,87.0,0.7212966017815796,7.0,6062.0,6177.0,241.0683498774638,87.0,24.429267068778724,42.682053741124726,7.068770882027782,11.184015790318218,53.75475578007626,16.0,0.0,0.0,0.005735772184275174,0.0,87.0,3.9000056707273125,0.0,72.0,4372.499999999935,12239.0,73.0
1,86.0,0.7290766208251386,7.0,6108.0,6173.0,234.20560190714903,86.0,24.13323476706631,42.1249957361836,6.9419533682828884,11.0498076008344,54.432132593132174,18.0,0.0,0.0,0.004860633287957539,0.0,87.0,3.9000046499963963,0.0,73.0,4453.199999999946,12281.0,74.0
1,89.0,0.7335249671484798,7.0,6088.0,6168.0,227.53822304990115,89.0,23.823290177950984,41.557850203641934,6.817350116066561,10.917209909624388,55.082743581376505,19.0,0.0,0.0,0.0041276526627004135,0.0,88.0,3.900003812997045,0.0,74.0,4465.699999999945,12256.0,75.0
1,89.0,0.7373004115226252,7.0,6075.0,6162.0,221.0606515263126,89.0,23.50500303822728,40.98613924571495,6.694932816778775,10.786203390708895,55.713395066725006,19.0,0.0,0.0,0.003512881143900387,0.0,88.0,3.9000031266575768,0.0,75.0,4479.099999999948,12237.0,76.0
1,86.0,0.7419973544973462,8.0,6048.0,6162.0,214.7674838900393,86.0,23.183911684535992,40.41535237147902,6.574671736922638,10.656768950020389,56.33105166948945,19.0,0.0,0.0,0.002996382165275125,0.0,89.0,3.900002563859213,0.0,76.0,4487.599999999949,12210.0,77.0
1,86.0,0.7454018227009029,8.0,6035.0,6160.0,208.65347052036566,86.0,22.85472129615265,39.840145068009306,6.456536049236509,10.528887722620144,56.928658733992094,21.0,0.0,0.0,0.002561596715326331,0.0,90.0,3.9000021023645544,0.0,77.0,4498.499999999949,12195.0,78.0
1,87.0,0.7489531405782567,8.0,6018.0,6157.0,202.71351124308754,87.0,22.51757359099692,39.26060869503288,6.340494034087257,10.402541069948702,57.5061028773436,21.0,0.0,0.0,0.0021949596610228326,0.0,90.0,3.9000017239389346,0.0,78.0,4507.199999999949,12175.0,79.0
1,87.0,0.7518154563624171,9.0,6004.0,6158.0,196.94265107606014,87.0,22.172612572127587,38.67683656620768,6.226513416970776,10.277710577109318,58.063276806274764,21.0,0.0,0.0,0.0018852389088785879,0.0,90.0,3.9000014136299264,0.0,79.0,4513.899999999952,12162.0,80.0
1,89.0,0.75593447007689,9.0,5982.0,6159.0,191.33607609586198,89.0,21.814584410315813,38.08352403798092,6.1145615774810995,10.154378050184006,58.592991849119095,21.0,0.0,0.0,0.0016231234438305235,0.0,91.0,3.9000011591765396,0.0,80.0,4521.999999999955,12141.0,81.0
1,89.0,0.7592021454911085,10.0,5966.0,6158.0,185.88910942212684,89.0,21.449073045237665,37.48620425119602,6.004605692376561,10.032525513581797,59.10209081817713,21.0,0.0,0.0,0.0014009381229247197,0.0,91.0,3.9000009505247624,0.0,81.0,4529.399999999953,12124.0,82.0
1,89.0,0.7629162462159359,10.0,5946.0,6159.0,180.59720731619393,89.0,21.076230262139738,36.88497840594473,5.896612936386174,9.912135207418816,59.59048752453689,22.0,0.0,0.0,0.0012122395494043486,0.0,91.0,3.900000779430305,0.0,82.0,4536.299999999955,12105.0,83.0
1,88.0,0.7670602125147507,10.0,5929.0,6156.0,175.45595539082208,88.0,20.698009710750213,36.281749847530854,5.790550551850852,9.79318958492979,60.06046451921265,24.0,0.0,0.0,0.001051669472851211,0.0,91.0,3.90000063913285,0.0,83.0,4547.899999999957,12085.0,84.0
1,88.0,0.7705852503382878,10.0,5912.0,6156.0,170.46106492780586,88.0,20.316354922251833,35.678412176474886,5.686385944312421,9.675671309910632,60.514360502254284,25.0,0.0,0.0,0.0,0.0,92.0,3.900000524088937,0.0,84.0,4555.699999999958,12068.0,85.0
1,89.0,0.7753650254668863,11.0,5890.0,6153.0,165.60836930042208,89.0,19.926021258253225,35.06961550975973,5.584030997314797,9.559563254191705,60.94512161655943,26.0,0.0,0.0,0.0,0.0,91.0,3.9000004297529283,0.0,85.0,4566.8999999999605,12043.0,86.0
1,89.0,0.7785325161729592,11.0,5874.0,6154.0,160.8938204977223,89.0,19.527152431262284,34.45551936576682,5.483518439363131,9.444848495141404,61.35263233674303,28.0,0.0,0.0,0.0,0.0,91.0,3.9000003523974014,0.0,86.0,4573.099999999962,12028.0,87.0
1,89.0,0.782288642186159,11.0,5855.0,6155.0,156.31348574777195,89.0,19.125320067461168,33.84164548811547,5.384815107454594,9.331510313199708,61.74387361136969,32.0,0.0,0.0,0.0,0.0,92.0,3.9000002889658694,0.0,87.0,4580.299999999961,12010.0,88.0
1,89.0,0.7859516875107015,12.0,5837.0,6154.0,151.8635442370194,89.0,18.717062064711385,33.22448268967311,5.287888435520411,9.219532189441312,62.1141707361471,33.0,0.0,0.0,0.0,0.0,92.0,3.900000236952013,0.0,88.0,4587.599999999965,11991.0,89.0
1,89.0,0.7897850386930292,12.0,5815.0,6155.0,147.54028392305796,89.0,18.30254044070845,32.60414468755751,5.192706443681044,9.108897803168016,62.463478775720546,35.0,0.0,0.0,0.0,0.0,94.0,3.9000001943006506,0.0,89.0,4592.599999999965,11970.0,90.0
1,89.0,0.7930850146576935,12.0,5799.0,6154.0,143.34009843812265,89.0,17.881918552967413,31.9807473101922,5.099237727694786,8.99959102953,62.79175909092635,35.0,0.0,0.0,0.0,0.0,94.0,3.9000001593265337,0.0,90.0,4599.099999999965,11953.0,91.0
1,90.0,0.7973038368475572,12.0,5786.0,6148.0,139.25948408073825,90.0,17.455361046545775,31.354408432317694,5.00745144859628,8.89159593717564,63.0989793429288,36.0,0.0,0.0,0.0,0.0,94.0,3.9000001306477574,0.0,91.0,4613.199999999966,11934.0,92.0
1,90.0,0.8014915019077294,13.0,5766.0,6148.0,135.2950368930093,90.0,17.023033801470586,30.725247909921666,4.917317322521547,8.784896785929533,63.38511349520937,35.0,0.0,0.0,0.0,0.0,94.0,3.900000107131161,0.0,92.0,4621.399999999968,11914.0,93.0
1,88.0,0.8053372739916492,13.0,5752.0,6145.0,131.44344982111403,88.0,16.588703879887145,30.09698751510168,4.828805610716159,8.679478024498378,63.654866813416135,35.0,0.0,0.0,0.0,0.0,94.0,3.9000000878475523,0.0,93.0,4632.2999999999665,11897.0,94.0
