"run","active fibroblast","collagen density","diff number","ECM","Fiber","Fibroblast recruit","Fibroblast","M1","M1Total","M1ae","M1de","M2","Myoblast","Myofibroblast","Neutrophil","Apop Neutrophil","Necrosis","Pax7 SSCs","ResMacs","Senescent SSCs","Tick","Total Collagen","Total Size","tick"
1,0.0,1.0,0.0,3621.0,9183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3621.0,12804.0,1.0
1,6.0,1.0,0.0,3628.0,6415.0,0.0,25.0,0.0018466729147141516,0.0018466729147141516,0.0,0.0,0.0,0.0,0.0,6.7365875247318545,0.0,2768.0,13.0,11.362,0.0,1.0,3628.0,12811.0,2.0
1,12.0,1.0,0.0,3628.0,6415.0,0.0,25.0,0.21394003761708147,0.21394003761708147,0.0,0.0,0.0,0.0,0.0,12.535242907837388,0.1833975613008883,2768.0,13.0,10.01884,0.0,2.0,3628.0,12811.0,3.0
1,12.0,0.9977728897442947,0.0,3637.0,6415.0,1574.3504096751901,25.0,0.6162278270807449,0.6187951075321498,0.0,0.002567280451404978,0.0,0.0,0.0,17.541023051950347,0.5233225196116333,2759.0,13.0,8.9174488,0.0,3.0,3628.8999999999996,12811.0,4.0
1,15.0,0.9955842018650574,0.0,3646.0,6415.0,1529.5317095677121,25.0,1.1769862608902548,1.1869174679012118,0.0,0.009931207010957057,0.0,0.0,0.0,21.857702594722447,0.9942336192703074,2750.0,13.0,8.014308016000001,0.0,4.0,3629.899999999999,12811.0,5.0
1,18.0,0.9938680536545301,0.0,3653.0,6415.0,1485.9889108523128,25.0,1.8729855746389648,1.9004320402264623,0.0035105979299890327,0.02393586765750863,0.0,0.0,0.0,25.584588890698626,1.5724338103194309,2743.0,13.0,7.273732573120001,0.0,5.0,3630.5999999999985,12811.0,6.0
1,19.0,0.9924296255807593,0.0,3659.0,6386.0,1443.6856910930799,25.0,2.68745492015032,2.7458622289902643,0.012282844698657858,0.04612446414128611,0.01371184461372098,0.0,0.0,28.80414691580852,2.2355550471886616,2766.0,14.0,6.6664607099584,0.0,6.0,3631.2999999999984,12811.0,7.0
1,21.0,0.9912390829694316,0.0,3664.0,6386.0,1402.586761883345,25.0,3.600477916530714,3.708383959870693,0.030085613726584165,0.07782042961339453,0.05015428512480142,0.0,0.0,31.610201269318285,2.969694501202833,2760.0,14.0,6.168497782165888,0.0,7.0,3631.8999999999974,12810.0,8.0
1,22.0,0.9902944383860407,0.0,3668.0,6386.0,1383.6230340909788,25.0,4.598208380926604,4.779921731473782,0.061621031090776136,0.12009231945640236,0.1156601051520241,0.0,0.0,34.02287916467642,3.7458616518319454,2756.0,14.0,5.760168181376028,0.0,8.0,3632.3999999999974,12810.0,9.0
1,22.0,0.9886258503401353,0.0,3675.0,6386.0,1344.2339721352503,25.0,5.674431412070192,5.960445734119115,0.11218460985487784,0.17382971219404478,0.22557255263734122,0.0,0.0,36.09549240005993,4.54233986869494,2749.0,14.0,5.425337908728343,0.0,9.0,3633.199999999997,12810.0,10.0
1,22.0,0.9860282148670635,0.0,3686.0,6386.0,1305.9662403131817,25.0,6.824344682531557,7.251672490107269,0.18749087498315414,0.23983693259255856,0.39488762395377974,0.0,0.0,37.871300017911764,5.3364330985937185,2738.0,14.0,5.150777085157241,0.0,10.0,3634.499999999996,12810.0,11.0
1,24.0,0.9834460373275619,0.0,3697.0,6386.0,1268.7879165325419,25.0,8.015552738029445,8.627772779374949,0.2933690157536777,0.31885102559182654,0.6005346239018867,0.0,0.0,39.35416531698243,6.1058261153129525,2727.0,14.0,4.925637209828937,0.0,11.0,3635.799999999996,12810.0,12.0
1,25.0,0.98098705501618,0.0,3708.0,6386.0,1232.6679874610998,26.0,9.239615693837104,10.085740227157878,0.4349130871796968,0.41121144614107796,0.8491778172997012,0.0,0.0,40.571282213529244,6.831136572048571,2716.0,14.0,4.741022512059729,0.0,12.0,3637.4999999999955,12810.0,13.0
1,25.0,0.979198062432722,0.0,3716.0,6386.0,1197.576322655991,26.0,10.485581130468557,11.619169309225983,0.616435881643996,0.5171522971134302,1.1424185379997445,0.0,0.0,41.54066529195326,7.4952991203388395,2708.0,15.0,4.5896384598889775,0.0,13.0,3638.699999999995,12810.0,14.0
1,25.0,0.9768178159377503,0.0,3727.0,6386.0,1163.4836494295719,26.0,11.743468279941823,13.221359459900246,0.8411177368447316,0.6367734431136918,1.4814688542604928,0.0,0.0,42.28142545038853,8.08542458766547,2695.0,16.0,4.465503537108962,0.0,14.0,3640.5999999999954,12808.0,15.0
1,26.0,0.9742444503878026,0.0,3739.0,6342.0,1130.3615284307934,27.0,13.002561536166223,14.883445716428712,1.1108303991068598,0.7700537811556294,1.8647927245002807,0.0,0.0,42.80645055524482,8.588185836878663,2724.0,16.0,4.3637129004293485,0.0,15.0,3642.699999999994,12805.0,16.0
1,30.0,0.972072552680713,0.0,3749.0,6342.0,1098.1823299217256,31.0,14.249646061656932,16.592330632279765,1.4258406964070744,0.9168438742157565,2.285829967115736,0.0,0.0,43.14711729965158,9.014026255175203,2714.0,19.0,4.2802445783520655,0.0,16.0,3644.299999999993,12805.0,17.0
